equipment_usage_id,time_id,date,day,day_name,month,year,site_name,region,latitude,longitude,equipment_name,equipment_type,manufacture,model,capacity,purchase_date,operating_hours,downtime_hours,fuel_consumption,maintenance_cost,created_at,created_by
876,8,2025-05-08,8,Thursday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,318,12,1624,627772,2025-05-08 11:00:00,IoT
877,15,2025-05-15,15,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,260,8,1474,424775,2025-05-15 08:00:00,IoT
878,27,2025-05-27,27,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,319,4,1882,824730,2025-05-27 07:00:00,IoT
879,11,2025-05-11,11,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,288,9,1566,793814,2025-05-11 08:00:00,IoT
880,18,2025-05-18,18,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,322,14,1481,680274,2025-05-18 08:00:00,IoT
881,15,2025-05-15,15,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,294,15,1577,663695,2025-05-15 06:00:00,IoT
882,30,2025-05-30,30,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,320,3,1617,767886,2025-05-30 08:00:00,IoT
883,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,282,21,1351,474232,2025-05-24 10:00:00,IoT
884,22,2025-05-22,22,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,296,18,1373,530655,2025-05-22 07:00:00,IoT
885,29,2025-05-29,29,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,303,3,1641,661276,2025-05-29 10:00:00,IoT
886,13,2025-05-13,13,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,288,4,1591,648486,2025-05-13 11:00:00,IoT
887,20,2025-05-20,20,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,297,11,1634,716467,2025-05-20 18:00:00,IoT
888,7,2025-05-07,7,Wednesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,314,15,1514,545810,2025-05-07 14:00:00,IoT
889,7,2025-05-07,7,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,338,14,1861,579385,2025-05-07 16:00:00,IoT
890,13,2025-05-13,13,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,354,3,1989,902434,2025-05-13 11:00:00,IoT
891,10,2025-05-10,10,Saturday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,319,9,1828,844142,2025-05-10 07:00:00,IoT
892,24,2025-05-24,24,Saturday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,353,16,2026,851327,2025-05-24 08:00:00,IoT
893,24,2025-05-24,24,Saturday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,313,9,1650,645129,2025-05-24 08:00:00,IoT
894,10,2025-05-10,10,Saturday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,282,15,1233,594620,2025-05-10 15:00:00,IoT
895,3,2025-05-03,3,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,310,20,1439,617324,2025-05-03 08:00:00,IoT
896,15,2025-05-15,15,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,257,12,1302,398760,2025-05-15 12:00:00,IoT
897,18,2025-05-18,18,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,332,20,1477,659338,2025-05-18 13:00:00,IoT
898,24,2025-05-24,24,Saturday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,261,12,1500,680752,2025-05-24 10:00:00,IoT
899,21,2025-05-21,21,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,277,18,1447,618710,2025-05-21 08:00:00,IoT
900,30,2025-05-30,30,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,331,11,1814,762576,2025-05-30 18:00:00,IoT
901,16,2025-05-16,16,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,286,16,1497,475956,2025-05-16 15:00:00,IoT
902,28,2025-05-28,28,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,360,19,2155,762696,2025-05-28 11:00:00,IoT
903,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,334,4,1466,585378,2025-05-24 15:00:00,IoT
904,5,2025-05-05,5,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,326,4,1369,587372,2025-05-05 08:00:00,IoT
905,9,2025-05-09,9,Friday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,310,12,1482,425540,2025-05-09 10:00:00,IoT
906,17,2025-05-17,17,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,312,6,1449,596074,2025-05-17 18:00:00,IoT
907,20,2025-05-20,20,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,281,12,1361,566746,2025-05-20 16:00:00,IoT
908,9,2025-05-09,9,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,346,14,1849,980190,2025-05-09 15:00:00,IoT
909,27,2025-05-27,27,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,288,18,1532,647543,2025-05-27 11:00:00,IoT
910,14,2025-05-14,14,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,266,10,1555,681031,2025-05-14 14:00:00,IoT
911,27,2025-05-27,27,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,307,25,1472,536789,2025-05-27 14:00:00,IoT
912,25,2025-05-25,25,Sunday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,299,3,1339,461113,2025-05-25 08:00:00,IoT
913,16,2025-05-16,16,Friday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,344,22,1785,622883,2025-05-16 13:00:00,IoT
914,17,2025-05-17,17,Saturday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,305,6,1577,615078,2025-05-17 17:00:00,IoT
915,8,2025-05-08,8,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,318,7,2152,818790,2025-05-08 10:00:00,IoT
916,7,2025-05-07,7,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,307,3,1576,558574,2025-05-07 07:00:00,IoT
917,25,2025-05-25,25,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,272,24,1400,456527,2025-05-25 06:00:00,IoT
918,17,2025-05-17,17,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,310,5,1430,632651,2025-05-17 06:00:00,IoT
919,10,2025-05-10,10,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,328,9,1424,564903,2025-05-10 15:00:00,IoT
920,19,2025-05-19,19,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,302,7,1589,615340,2025-05-19 07:00:00,IoT
921,28,2025-05-28,28,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,360,8,1896,732366,2025-05-28 11:00:00,IoT
922,28,2025-05-28,28,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,330,6,2058,998967,2025-05-28 07:00:00,IoT
923,27,2025-05-27,27,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,313,8,1455,600426,2025-05-27 10:00:00,IoT
924,29,2025-05-29,29,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,326,25,1425,612205,2025-05-29 14:00:00,IoT
925,16,2025-05-16,16,Friday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,323,14,2025,756268,2025-05-16 08:00:00,IoT
926,13,2025-05-13,13,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,292,13,1558,813688,2025-05-13 07:00:00,IoT
927,4,2025-05-04,4,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,313,14,1434,759950,2025-05-04 18:00:00,IoT
928,23,2025-05-23,23,Friday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,245,6,1242,436013,2025-05-23 13:00:00,IoT
929,13,2025-05-13,13,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,308,20,1459,632760,2025-05-13 09:00:00,IoT
930,14,2025-05-14,14,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,282,14,1335,649391,2025-05-14 16:00:00,IoT
931,6,2025-05-06,6,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,362,17,2144,755140,2025-05-06 12:00:00,IoT
932,17,2025-05-17,17,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,310,15,1861,775165,2025-05-17 12:00:00,IoT
933,23,2025-05-23,23,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,327,9,1443,533926,2025-05-23 11:00:00,IoT
934,11,2025-05-11,11,Sunday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,291,18,1262,411045,2025-05-11 12:00:00,IoT
935,9,2025-05-09,9,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,274,24,1404,443348,2025-05-09 13:00:00,IoT
936,20,2025-05-20,20,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,302,17,1442,477266,2025-05-20 18:00:00,IoT
937,4,2025-05-04,4,Sunday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,331,7,1854,671017,2025-05-04 16:00:00,IoT
938,1,2025-05-01,1,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,306,3,1834,961166,2025-05-01 16:00:00,IoT
939,6,2025-05-06,6,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,281,22,1278,429364,2025-05-06 15:00:00,IoT
940,4,2025-05-04,4,Sunday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,366,17,2192,958048,2025-05-04 18:00:00,IoT
941,7,2025-05-07,7,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,363,20,2051,964657,2025-05-07 10:00:00,IoT
942,11,2025-05-11,11,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,242,15,1216,462828,2025-05-11 07:00:00,IoT
943,15,2025-05-15,15,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,298,8,1535,418864,2025-05-15 06:00:00,IoT
944,18,2025-05-18,18,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,356,7,1684,807676,2025-05-18 12:00:00,IoT
945,10,2025-05-10,10,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,301,18,1356,698243,2025-05-10 16:00:00,IoT
946,22,2025-05-22,22,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,369,20,2092,946320,2025-05-22 13:00:00,IoT
947,28,2025-05-28,28,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,247,21,1400,419046,2025-05-28 13:00:00,IoT
948,13,2025-05-13,13,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,345,4,2192,849127,2025-05-13 11:00:00,IoT
949,1,2025-05-01,1,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,288,21,1493,682911,2025-05-01 18:00:00,IoT
950,1,2025-05-01,1,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,324,14,1649,774472,2025-05-01 11:00:00,IoT
951,14,2025-05-14,14,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,322,23,1462,629821,2025-05-14 09:00:00,IoT
952,10,2025-05-10,10,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,338,6,1576,534340,2025-05-10 10:00:00,IoT
953,11,2025-05-11,11,Sunday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,314,24,1483,519596,2025-05-11 13:00:00,IoT
954,28,2025-05-28,28,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,305,25,1415,419892,2025-05-28 06:00:00,IoT
955,16,2025-05-16,16,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,300,13,1496,799029,2025-05-16 12:00:00,IoT
956,19,2025-05-19,19,Monday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,276,19,1405,576143,2025-05-19 13:00:00,IoT
957,26,2025-05-26,26,Monday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,310,9,1753,740491,2025-05-26 12:00:00,IoT
958,16,2025-05-16,16,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,333,11,1537,612239,2025-05-16 10:00:00,IoT
959,2,2025-05-02,2,Friday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,291,5,1315,513727,2025-05-02 17:00:00,IoT
960,23,2025-05-23,23,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,317,21,1486,643321,2025-05-23 07:00:00,IoT
961,26,2025-05-26,26,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,297,5,1407,582093,2025-05-26 18:00:00,IoT
962,21,2025-05-21,21,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,278,13,1421,523921,2025-05-21 14:00:00,IoT
963,7,2025-05-07,7,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,286,20,1563,637622,2025-05-07 16:00:00,IoT
964,6,2025-05-06,6,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,366,24,1895,961726,2025-05-06 09:00:00,IoT
965,27,2025-05-27,27,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,287,23,1572,627396,2025-05-27 15:00:00,IoT
966,2,2025-05-02,2,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,283,7,1618,677460,2025-05-02 09:00:00,IoT
967,24,2025-05-24,24,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,354,5,1822,765094,2025-05-24 11:00:00,IoT
968,21,2025-05-21,21,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,287,24,1446,484192,2025-05-21 10:00:00,IoT
969,20,2025-05-20,20,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,285,3,1358,478623,2025-05-20 09:00:00,IoT
970,8,2025-05-08,8,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,301,23,1586,628659,2025-05-08 12:00:00,IoT
971,29,2025-05-29,29,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,270,11,1569,671528,2025-05-29 06:00:00,IoT
972,26,2025-05-26,26,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,370,18,1890,722141,2025-05-26 17:00:00,IoT
973,26,2025-05-26,26,Monday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,335,12,1421,664576,2025-05-26 15:00:00,IoT
974,28,2025-05-28,28,Wednesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,327,7,1486,447346,2025-05-28 12:00:00,IoT
975,8,2025-05-08,8,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,304,21,1261,486828,2025-05-08 16:00:00,IoT
976,25,2025-05-25,25,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,331,6,1646,674820,2025-05-25 15:00:00,IoT
977,25,2025-05-25,25,Sunday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,353,10,1899,754446,2025-05-25 18:00:00,IoT
978,30,2025-05-30,30,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,269,11,1527,691831,2025-05-30 09:00:00,IoT
979,15,2025-05-15,15,Thursday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,355,14,1628,807089,2025-05-15 14:00:00,IoT
980,23,2025-05-23,23,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,334,10,1816,798960,2025-05-23 16:00:00,IoT
981,9,2025-05-09,9,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,330,23,1788,711570,2025-05-09 06:00:00,IoT
982,29,2025-05-29,29,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,333,24,1589,528664,2025-05-29 17:00:00,IoT
983,8,2025-05-08,8,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,289,14,1358,517496,2025-05-08 17:00:00,IoT
984,29,2025-05-29,29,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,314,3,1460,731946,2025-05-29 12:00:00,IoT
985,30,2025-05-30,30,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,319,9,1646,673449,2025-05-30 10:00:00,IoT
986,28,2025-05-28,28,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,310,4,1462,613012,2025-05-28 18:00:00,IoT
987,9,2025-05-09,9,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,300,16,1511,574442,2025-05-09 17:00:00,IoT
988,29,2025-05-29,29,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,304,14,1566,865465,2025-05-29 07:00:00,IoT
989,14,2025-05-14,14,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,370,25,2177,871320,2025-05-14 13:00:00,IoT
990,1,2025-05-01,1,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,323,23,2122,932471,2025-05-01 18:00:00,IoT
991,5,2025-05-05,5,Monday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,282,5,1456,564480,2025-05-05 15:00:00,IoT
992,4,2025-05-04,4,Sunday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,293,24,1682,668206,2025-05-04 15:00:00,IoT
993,14,2025-05-14,14,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,300,24,1368,536671,2025-05-14 08:00:00,IoT
994,19,2025-05-19,19,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,312,8,1643,767315,2025-05-19 11:00:00,IoT
995,13,2025-05-13,13,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,268,20,1210,598541,2025-05-13 06:00:00,IoT
996,21,2025-05-21,21,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,329,11,1845,942443,2025-05-21 09:00:00,IoT
997,23,2025-05-23,23,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,305,11,1558,724868,2025-05-23 15:00:00,IoT
998,5,2025-05-05,5,Monday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,310,25,1890,611525,2025-05-05 06:00:00,IoT
